"nameorig","namedest","type","total_fraud_amount","fraud_rank"
"C678293431","C1229558199","CASH_OUT","1530378.45","2047"
"C1096275107","C541691384","TRANSFER","1529614.71","2048"
"C955071434","C865727492","CASH_OUT","1529614.71","2049"
"C311903293","C974621415","TRANSFER","1525742.02","2050"
"C566299980","C2132741249","CASH_OUT","1525742.02","2051"
"C444193211","C2126573735","CASH_OUT","1518718.03","2052"
"C933837794","C1981005862","TRANSFER","1518718.03","2053"
"C142345179","C1700658534","TRANSFER","1517771.48","2054"
"C375476201","C1907987459","CASH_OUT","1517771.48","2055"
"C1090892452","C657813915","CASH_OUT","1516823.73","2056"
"C117228585","C750076858","TRANSFER","1516823.73","2057"
"C1575226124","C1023961494","TRANSFER","1515291.19","2058"
"C73290469","C1192284712","CASH_OUT","1515291.19","2059"
"C1107109708","C2110704276","TRANSFER","1506795.1","2060"
"C1504023425","C538717920","CASH_OUT","1506795.1","2061"
"C371044558","C47031596","TRANSFER","1504870.33","2062"
"C3976987","C465144377","CASH_OUT","1504870.33","2063"
"C1611595121","C739347171","TRANSFER","1503297.45","2064"
"C841492640","C820061836","CASH_OUT","1503297.45","2065"
"C1021806883","C1523189277","CASH_OUT","1503034.86","2066"
"C1190914474","C984823123","TRANSFER","1503034.86","2067"
"C1749948822","C1224774762","TRANSFER","1501341.87","2068"
"C466100700","C552512951","CASH_OUT","1501341.87","2069"
"C1043170433","C768896772","TRANSFER","1501297.88","2070"
"C1407686469","C1582355721","CASH_OUT","1501297.88","2071"
"C1706772520","C818905702","TRANSFER","1500582.08","2072"
"C869621048","C1722207907","CASH_OUT","1500582.08","2073"
"C285314242","C345891541","CASH_OUT","1499869.54","2074"
"C687615410","C1163176037","TRANSFER","1499869.54","2075"
"C533314653","C890750407","CASH_OUT","1498296.47","2076"
"C664914101","C228214204","TRANSFER","1498296.47","2077"
"C1515649837","C1556905270","TRANSFER","1495203.8","2078"
"C82999164","C95880754","CASH_OUT","1495203.8","2079"
"C1705883896","C258215915","TRANSFER","1494831.65","2080"
"C1709710853","C1758704619","CASH_OUT","1494831.65","2081"
"C2072241236","C165716979","TRANSFER","1494432.21","2082"
"C735684642","C653403017","CASH_OUT","1494432.21","2083"
"C1328487364","C1043010515","TRANSFER","1494146.93","2084"
"C171779643","C808534536","CASH_OUT","1494146.93","2085"
"C176928407","C967218202","CASH_OUT","1489970","2086"
"C850343949","C1016060070","TRANSFER","1489970","2087"
"C1424077218","C684555437","CASH_OUT","1489916.19","2088"
"C872785069","C2067948985","TRANSFER","1489916.19","2089"
"C277096632","C344711118","TRANSFER","1487505.07","2090"
"C767286102","C1674131234","CASH_OUT","1487505.07","2091"
"C1349419422","C199707137","TRANSFER","1486955.35","2092"
"C589092976","C1616444076","CASH_OUT","1486955.35","2093"
"C204628834","C1711881431","TRANSFER","1486052.97","2094"
"C738179255","C867957105","CASH_OUT","1486052.97","2095"
"C1084254819","C895432716","CASH_OUT","1476248.65","2096"
"C1458982396","C534254918","TRANSFER","1476248.65","2097"
"C1130194242","C1082598322","CASH_OUT","1468304.35","2098"
"C151325855","C1135260060","TRANSFER","1468304.35","2099"
"C1217465014","C1474379579","CASH_OUT","1467987.57","2100"
"C2035870900","C1336055115","TRANSFER","1467987.57","2101"
"C1032013375","C293921513","CASH_OUT","1467968.73","2102"
"C1506243031","C1384352082","TRANSFER","1467968.73","2103"
"C348342265","C2039650387","TRANSFER","1467324.96","2104"
"C97658415","C1960732564","CASH_OUT","1467324.96","2105"
"C166433413","C609529822","TRANSFER","1465173.76","2106"
"C1834145577","C2086301492","CASH_OUT","1465173.76","2107"
"C1138281794","C1873232780","CASH_OUT","1464614.79","2108"
"C915102234","C475837987","TRANSFER","1464614.79","2109"
"C1237202508","C1801696531","TRANSFER","1464160.5","2110"
"C2024056212","C1653697681","CASH_OUT","1464160.5","2111"
"C1187974748","C1271941656","CASH_OUT","1464008.18","2112"
"C576017861","C2007796943","TRANSFER","1464008.18","2113"
"C2142422300","C1173885211","CASH_OUT","1463764.35","2114"
"C777044549","C89609219","TRANSFER","1463764.35","2115"
"C1049482889","C373339841","CASH_OUT","1462355.44","2116"
"C2112073607","C399994587","TRANSFER","1462355.44","2117"
"C1928781788","C1636281428","CASH_OUT","1461930.03","2118"
"C593029629","C1743578484","TRANSFER","1461930.03","2119"
"C1825598858","C1736623686","CASH_OUT","1459180.14","2120"
"C779464023","C1165490053","TRANSFER","1459180.14","2121"
"C1105946611","C704248437","TRANSFER","1457343.37","2122"
"C1229716885","C1742997341","CASH_OUT","1457343.37","2123"
"C1648040674","C1031027989","TRANSFER","1457085.28","2124"
"C208508333","C1196762236","CASH_OUT","1457085.28","2125"
"C357561283","C1197582921","TRANSFER","1455839.54","2126"
"C487085645","C576388440","CASH_OUT","1455839.54","2127"
"C1459301109","C1248513597","TRANSFER","1455382.05","2128"
"C1519723202","C2047987740","CASH_OUT","1455382.05","2129"
"C1822149837","C382918282","CASH_OUT","1454888.86","2130"
"C522008423","C2072999446","TRANSFER","1454888.86","2131"
"C708686257","C191950817","TRANSFER","1454592.61","2132"
"C824268591","C819390198","CASH_OUT","1454592.61","2133"
"C588367741","C2104870243","TRANSFER","1454356.81","2134"
"C594782618","C921928556","CASH_OUT","1454356.81","2135"
"C1888769481","C1653981424","TRANSFER","1451083.08","2136"
"C727140107","C1279293168","CASH_OUT","1451083.08","2137"
"C101899927","C679483948","TRANSFER","1448630.38","2138"
"C942063884","C1317594509","CASH_OUT","1448630.38","2139"
"C1104869047","C950258202","CASH_OUT","1445166.74","2140"
"C757889087","C688244166","TRANSFER","1445166.74","2141"
"C2041824507","C1842704131","TRANSFER","1442075.9","2142"
"C2135299801","C266594026","CASH_OUT","1442075.9","2143"
"C1202805418","C1429653947","TRANSFER","1440705.58","2144"
"C1733056191","C1061971573","CASH_OUT","1440705.58","2145"
"C1024427567","C1328999824","TRANSFER","1438737.78","2146"
"C498447652","C17820769","CASH_OUT","1438737.78","2147"
"C336375324","C1430125468","CASH_OUT","1437291.89","2148"
"C533125295","C1217960953","TRANSFER","1437291.89","2149"
"C1722259172","C715201096","TRANSFER","1434440.31","2150"
"C886007554","C1581407467","CASH_OUT","1434440.31","2151"
"C1474789260","C991335856","TRANSFER","1433038.32","2152"
"C994987867","C725098002","CASH_OUT","1433038.32","2153"
"C190430667","C581503957","TRANSFER","1431634.93","2154"
"C9507698","C1280077682","CASH_OUT","1431634.93","2155"
"C590147812","C490830466","TRANSFER","1430050.84","2156"
"C874660018","C1640923473","CASH_OUT","1430050.84","2157"
"C1247391276","C2010547624","CASH_OUT","1425802.24","2158"
"C899490900","C1200745570","TRANSFER","1425802.24","2159"
"C1700849439","C1474364019","TRANSFER","1425062.97","2160"
"C792347661","C54004768","CASH_OUT","1425062.97","2161"
"C777622163","C413417554","TRANSFER","1424002.7","2162"
"C9486206","C2094181723","CASH_OUT","1424002.7","2163"
"C552198318","C341414106","TRANSFER","1423627.83","2164"
"C780642333","C320130063","CASH_OUT","1423627.83","2165"
"C1871604900","C45991423","CASH_OUT","1422963.14","2166"
"C626697086","C95194783","TRANSFER","1422963.14","2167"
"C1217403648","C483706610","TRANSFER","1421665.98","2168"
"C467140343","C1583441435","CASH_OUT","1421665.98","2169"
"C1215045618","C797703296","TRANSFER","1418198.25","2170"
"C1959028014","C1768881872","CASH_OUT","1418198.25","2171"
"C1778688025","C343288009","TRANSFER","1418168.85","2172"
"C1964276843","C164163741","CASH_OUT","1418168.85","2173"
"C1046272255","C1677911450","TRANSFER","1416055.74","2174"
"C2115602581","C1565972600","CASH_OUT","1416055.74","2175"
"C1426773355","C285961012","TRANSFER","1411271.23","2176"
"C326865678","C445084724","CASH_OUT","1411271.23","2177"
"C1173095546","C1935607545","CASH_OUT","1409248.64","2178"
"C1892918810","C2036490087","TRANSFER","1409248.64","2179"
"C1716241276","C553804968","CASH_OUT","1400472.01","2180"
"C926121167","C516391420","TRANSFER","1400472.01","2181"
"C1420554412","C424524612","TRANSFER","1399724.98","2182"
"C907660116","C1464428552","CASH_OUT","1399724.98","2183"
"C2129900930","C1804261014","TRANSFER","1399637.19","2184"
"C94208509","C777880922","CASH_OUT","1399637.19","2185"
"C1269420432","C237977902","CASH_OUT","1398946.33","2186"
"C1560394123","C1393670189","TRANSFER","1398946.33","2187"
"C1585861369","C154053358","TRANSFER","1398633.34","2188"
"C1656635243","C1235306495","CASH_OUT","1398633.34","2189"
"C338262259","C558846128","CASH_OUT","1398166.84","2190"
"C749892305","C1587152098","TRANSFER","1398166.84","2191"
"C1224276273","C298592695","TRANSFER","1397689.48","2192"
"C851172808","C1693761421","CASH_OUT","1397689.48","2193"
"C1598804430","C904300960","CASH_OUT","1397162.15","2194"
"C717731676","C572895729","TRANSFER","1397162.15","2195"
"C1626069370","C724673427","CASH_OUT","1396824.94","2196"
"C639529489","C1549495686","TRANSFER","1396824.94","2197"
"C1296215617","C1429415136","TRANSFER","1395850.55","2198"
"C1855947267","C1347484785","TRANSFER","1392337.38","2199"
"C874241747","C762678995","CASH_OUT","1392337.38","2200"
"C1515790640","C1288810506","CASH_OUT","1390332.39","2201"
"C31495948","C1914529575","TRANSFER","1390332.39","2202"
"C1067753985","C1479628852","CASH_OUT","1390048.67","2203"
"C1903139702","C1780389653","TRANSFER","1390048.67","2204"
"C1186930189","C2069118895","TRANSFER","1388951.5","2205"
"C1476504573","C598780092","CASH_OUT","1388951.5","2206"
"C1239064572","C634051834","CASH_OUT","1388774.78","2207"
"C354106674","C221253798","TRANSFER","1388774.78","2208"
"C1020800306","C2090609585","TRANSFER","1387048.31","2209"
"C1387295459","C1232695275","CASH_OUT","1387048.31","2210"
"C1605260231","C1749800529","TRANSFER","1385945.61","2211"
"C945312738","C526780230","CASH_OUT","1385945.61","2212"
"C602727752","C1182308451","CASH_OUT","1383818.98","2213"
"C833791313","C586813963","TRANSFER","1383818.98","2214"
"C489467109","C1464476266","CASH_OUT","1381513.27","2215"
"C946427395","C922180689","TRANSFER","1381513.27","2216"
"C1061974347","C2132628284","CASH_OUT","1380940.73","2217"
"C355341825","C1803466498","TRANSFER","1380940.73","2218"
"C1083455984","C662399585","TRANSFER","1379501.18","2219"
"C664281648","C1499411026","CASH_OUT","1379501.18","2220"
"C1024969195","C1809017437","CASH_OUT","1372301.24","2221"
"C1544506396","C2060264943","TRANSFER","1372301.24","2222"
"C1853601480","C1980684210","CASH_OUT","1371322","2223"
"C378242927","C601312976","TRANSFER","1371322","2224"
"C1336273672","C1534512884","TRANSFER","1369544.19","2225"
"C407416654","C1267828367","CASH_OUT","1369544.19","2226"
"C1099567292","C219699784","TRANSFER","1368391.5","2227"
"C486163456","C385133759","CASH_OUT","1368391.5","2228"
"C453950944","C1875884022","TRANSFER","1367340.03","2229"
"C954658479","C845870432","CASH_OUT","1367340.03","2230"
"C1861046549","C1305620964","CASH_OUT","1367070.94","2231"
"C507368494","C1527314462","TRANSFER","1367070.94","2232"
"C1873557326","C1002151702","TRANSFER","1363674.48","2233"
"C1928734777","C31164156","CASH_OUT","1363674.48","2234"
"C1272694533","C2033398218","CASH_OUT","1351104.53","2235"
"C2022356819","C1437688339","TRANSFER","1351104.53","2236"
"C414078193","C907833742","CASH_OUT","1350574.58","2237"
"C919766733","C623650025","TRANSFER","1350574.58","2238"
"C1279803681","C1617123235","TRANSFER","1348095.12","2239"
"C614361316","C1077760469","CASH_OUT","1348095.12","2240"
"C1816888178","C462103796","TRANSFER","1346264.61","2241"
"C309497178","C11026279","CASH_OUT","1346264.61","2242"
"C1100582606","C1147517658","TRANSFER","1343002.08","2243"
"C147611805","C1596756534","CASH_OUT","1340263.67","2244"
"C288991663","C1161141257","TRANSFER","1340263.67","2245"
"C146036421","C423402109","TRANSFER","1338487.47","2246"
"C1574469081","C528477947","CASH_OUT","1338487.47","2247"
"C1039450195","C221111810","TRANSFER","1336901.11","2248"
"C148001678","C1491478238","CASH_OUT","1336901.11","2249"
"C1644591810","C2090168733","TRANSFER","1335959.76","2250"
"C863602835","C1595218853","CASH_OUT","1335959.76","2251"
"C17859234","C121307567","TRANSFER","1334919.42","2252"
"C315283970","C527460234","CASH_OUT","1334919.42","2253"
"C1458541760","C1092309864","CASH_OUT","1330802.24","2254"
"C171693930","C678151847","TRANSFER","1330802.24","2255"
"C1370685766","C1312657483","CASH_OUT","1323909.85","2256"
"C174356762","C1545375198","TRANSFER","1323909.85","2257"
"C1585759405","C1855735331","CASH_OUT","1322277.84","2258"
"C1670593881","C782761393","TRANSFER","1322277.84","2259"
"C1167513964","C1455896575","TRANSFER","1321984.45","2260"
"C1969225423","C402356824","CASH_OUT","1321984.45","2261"
"C1817853136","C1040572676","CASH_OUT","1321091.25","2262"
"C3630973","C1609262789","TRANSFER","1321091.25","2263"
"C1305247312","C2071973719","TRANSFER","1319703.76","2264"
"C213706912","C961243143","CASH_OUT","1319703.76","2265"
"C1034418491","C2100824966","CASH_OUT","1318024.48","2266"
"C29170093","C914441096","TRANSFER","1318024.48","2267"
"C2028485449","C1970513105","CASH_OUT","1314897.11","2268"
"C353673917","C1556017214","TRANSFER","1314897.11","2269"
"C1460351581","C898200380","TRANSFER","1314660.84","2270"
"C1660278884","C464467238","CASH_OUT","1314660.84","2271"
"C604508292","C1345805735","CASH_OUT","1312947.27","2272"
"C895840599","C180207582","TRANSFER","1312947.27","2273"
"C1078953751","C1920187579","CASH_OUT","1312694.5","2274"
"C1681615431","C492082350","TRANSFER","1312694.5","2275"
"C1800446138","C1584873843","CASH_OUT","1312406.14","2276"
"C83063124","C1421025429","TRANSFER","1312406.14","2277"
"C1492220840","C839360691","TRANSFER","1311150.9","2278"
"C605093641","C721605153","CASH_OUT","1311150.9","2279"
"C27246630","C921559397","CASH_OUT","1309940.05","2280"
"C291081099","C1496286083","TRANSFER","1309940.05","2281"
"C1472962938","C11257751","CASH_OUT","1309602.55","2282"
"C597569560","C992060684","TRANSFER","1309602.55","2283"
"C1140455895","C1640699182","CASH_OUT","1307156.17","2284"
"C1996964574","C1716850817","TRANSFER","1307156.17","2285"
"C1078417563","C861191162","TRANSFER","1306690.61","2286"
"C112330244","C1382644592","CASH_OUT","1306690.61","2287"
"C1383489618","C1527197718","TRANSFER","1305754.09","2288"
"C288815046","C1715910544","CASH_OUT","1305754.09","2289"
"C1805392616","C1545532568","TRANSFER","1303543.6","2290"
"C1998756737","C786060499","CASH_OUT","1303543.6","2291"
"C1028433606","C1309625211","TRANSFER","1303029.52","2292"
"C393618449","C1976403391","CASH_OUT","1303029.52","2293"
"C756143103","C1385992736","CASH_OUT","1301410.68","2294"
"C939933921","C1813636275","TRANSFER","1301410.68","2295"
"C1072584456","C672563653","CASH_OUT","1301090.39","2296"
"C1386844753","C808323881","TRANSFER","1301090.39","2297"
"C1480088933","C279309247","TRANSFER","1299860.86","2298"
"C481898497","C215244777","CASH_OUT","1299860.86","2299"
"C1847025661","C17300850","TRANSFER","1298920.78","2300"
"C34029186","C1653962033","CASH_OUT","1298920.78","2301"
"C664375770","C1213183928","CASH_OUT","1298609.73","2302"
"C772620167","C1673264312","TRANSFER","1298609.73","2303"
"C1545616572","C1503189539","CASH_OUT","1293595.52","2304"
"C411007033","C1470544838","TRANSFER","1293595.52","2305"
"C1298336422","C66079679","TRANSFER","1290619.25","2306"
"C790188952","C472356199","CASH_OUT","1290619.25","2307"
"C296753895","C254269192","TRANSFER","1290224.84","2308"
"C303493343","C1404739013","CASH_OUT","1290224.84","2309"
"C2117512947","C1053414206","TRANSFER","1290193.08","2310"
"C876181265","C24324787","CASH_OUT","1290193.08","2311"
"C235649723","C935439037","TRANSFER","1289142.33","2312"
"C504063751","C1132120597","CASH_OUT","1289142.33","2313"
"C1764461949","C160976870","TRANSFER","1284959.39","2314"
"C2093073106","C1196198165","CASH_OUT","1284959.39","2315"
"C1175896731","C1714931087","TRANSFER","1282971.57","2316"
"C744316850","C1365960800","CASH_OUT","1282971.57","2317"
"C437560191","C1185532212","TRANSFER","1282731.68","2318"
"C605364658","C925896842","CASH_OUT","1282731.68","2319"
"C1346995049","C1049862186","CASH_OUT","1281113.84","2320"
"C2044735759","C2118381511","TRANSFER","1281113.84","2321"
"C1334405552","C431687661","TRANSFER","1277212.77","2322"
"C467632528","C716083600","CASH_OUT","1277212.77","2323"
"C2057725638","C1094429579","CASH_OUT","1276300.86","2324"
"C602426084","C391051128","TRANSFER","1276300.86","2325"
"C1608267319","C584314061","TRANSFER","1275236.3","2326"
"C937991476","C329005682","CASH_OUT","1275236.3","2327"
"C1758225011","C59790487","CASH_OUT","1273674.05","2328"
"C2014013314","C315419844","TRANSFER","1273674.05","2329"
"C1343376648","C1882250121","CASH_OUT","1272493.9","2330"
"C425919336","C1954069781","TRANSFER","1272493.9","2331"
"C1599110470","C1024005530","CASH_OUT","1270565.77","2332"
"C2113990819","C529741331","TRANSFER","1270565.77","2333"
"C1268743025","C802302527","TRANSFER","1270564.34","2334"
"C1805103048","C1167029703","CASH_OUT","1270564.34","2335"
"C199205257","C1485135599","CASH_OUT","1268931.21","2336"
"C441921841","C737006498","TRANSFER","1268931.21","2337"
"C1349492818","C831536312","CASH_OUT","1266752.6","2338"
